seizoen,speeldag,stand,ploeg,aantal_gespeelde_matchen,aantal_gewonnen_matchen,aantal_gelijkgespeelde_matchen,aantal_verloren_matchen,doelpunten,puntenverschil,punten
18/19,2.speeldag,2,Club Brugge,2,2,0,0,6:2,4,6
18/19,2.speeldag,3,KRC Genk,2,1,1,0,5:1,4,4
18/19,2.speeldag,4,Cercle Brugge,2,1,1,0,3:2,1,4
18/19,2.speeldag,4,Standard Luik,2,1,1,0,3:2,1,4
18/19,2.speeldag,6,Antwerp FC,2,1,1,0,1:0,1,4
18/19,2.speeldag,7,R Charleroi SC,2,1,0,1,4:2,2,3
18/19,2.speeldag,8,KV Oostende,2,1,0,1,4:6,-2,3
18/19,2.speeldag,9,Zulte Waregem,2,0,2,0,3:3,0,2
18/19,2.speeldag,10,Waasland-Beveren,2,0,2,0,2:2,0,2
18/19,2.speeldag,11,St-Truidense VV,2,0,2,0,1:1,0,2
18/19,2.speeldag,12,KAA Gent,2,0,1,1,3:4,-1,1
18/19,2.speeldag,13,KV Kortrijk,2,0,1,1,1:4,-3,1
18/19,2.speeldag,14,Moeskroen,2,0,0,2,1:3,-2,0
18/19,2.speeldag,15,KSC Lokeren,2,0,0,2,2:7,-5,0
18/19,2.speeldag,16,KAS Eupen,2,0,0,2,3:9,-6,0
18/19,3.speeldag,1,RSC Anderlecht,3,3,0,0,11:4,7,9
18/19,3.speeldag,2,Club Brugge,3,3,0,0,9:2,7,9
18/19,3.speeldag,3,KRC Genk,3,2,1,0,7:1,6,7
18/19,3.speeldag,4,Antwerp FC,3,2,1,0,2:0,2,7
18/19,3.speeldag,5,Zulte Waregem,3,1,2,0,7:3,4,5
18/19,3.speeldag,6,Cercle Brugge,3,1,2,0,3:2,1,5
18/19,3.speeldag,6,Standard Luik,3,1,2,0,3:2,1,5
18/19,3.speeldag,8,KAA Gent,3,1,1,1,7:5,2,4
18/19,3.speeldag,9,R Charleroi SC,3,1,0,2,5:4,1,3
18/19,3.speeldag,10,KV Oostende,3,1,0,2,4:8,-4,3
18/19,3.speeldag,11,St-Truidense VV,3,0,3,0,2:2,0,3
18/19,3.speeldag,12,Waasland-Beveren,3,0,2,1,3:6,-3,2
18/19,3.speeldag,13,KSC Lokeren,3,0,1,2,3:8,-5,1
18/19,3.speeldag,14,KV Kortrijk,3,0,1,2,1:7,-6,1
18/19,3.speeldag,15,Moeskroen,3,0,0,3,1:4,-3,0
18/19,3.speeldag,16,KAS Eupen,3,0,0,3,3:13,-10,0
18/19,4.speeldag,1,RSC Anderlecht,4,4,0,0,13:4,9,12
18/19,4.speeldag,2,KRC Genk,4,3,1,0,10:2,8,10
18/19,4.speeldag,3,Club Brugge,4,3,1,0,10:3,7,10
18/19,4.speeldag,4,Standard Luik,4,2,2,0,6:2,4,8
18/19,4.speeldag,5,Cercle Brugge,4,2,2,0,6:3,3,8
18/19,4.speeldag,6,Antwerp FC,4,2,2,0,3:1,2,8
18/19,4.speeldag,7,KAA Gent,4,2,1,1,10:7,3,7
18/19,4.speeldag,8,KV Oostende,4,2,0,2,6:9,-3,6
18/19,4.speeldag,9,Zulte Waregem,4,1,2,1,8:6,2,5
18/19,4.speeldag,10,St-Truidense VV,4,0,4,0,4:4,0,4
18/19,4.speeldag,11,R Charleroi SC,4,1,0,3,6:7,-1,3
18/19,4.speeldag,12,Waasland-Beveren,4,0,3,1,5:8,-3,3
18/19,4.speeldag,13,KV Kortrijk,4,0,1,3,2:9,-7,1
18/19,4.speeldag,14,KSC Lokeren,4,0,1,3,3:11,-8,1
18/19,4.speeldag,15,Moeskroen,4,0,0,4,1:6,-5,0
18/19,4.speeldag,16,KAS Eupen,4,0,0,4,5:16,-11,0
18/19,5.speeldag,1,KRC Genk,5,4,1,0,13:4,9,13
18/19,5.speeldag,2,Club Brugge,5,4,1,0,12:4,8,13
18/19,5.speeldag,3,RSC Anderlecht,5,4,0,1,14:6,8,12
18/19,5.speeldag,4,Standard Luik,5,3,2,0,9:4,5,11
18/19,5.speeldag,5,Antwerp FC,5,3,2,0,4:1,3,11
18/19,5.speeldag,6,KAA Gent,5,3,1,1,12:8,4,10
18/19,5.speeldag,7,KV Oostende,5,3,0,2,9:10,-1,9
18/19,5.speeldag,8,Cercle Brugge,5,2,2,1,6:4,2,8
18/19,5.speeldag,9,Zulte Waregem,5,1,2,2,9:9,0,5
18/19,5.speeldag,10,KV Kortrijk,5,1,1,3,4:9,-5,4
18/19,5.speeldag,11,St-Truidense VV,5,0,4,1,6:7,-1,4
18/19,5.speeldag,12,R Charleroi SC,5,1,0,4,6:9,-3,3
18/19,5.speeldag,13,KAS Eupen,5,1,0,4,6:16,-10,3
18/19,5.speeldag,14,Waasland-Beveren,5,0,3,2,7:11,-4,3
18/19,5.speeldag,15,KSC Lokeren,5,0,1,4,4:13,-9,1
18/19,5.speeldag,16,Moeskroen,5,0,0,5,1:7,-6,0
18/19,6.speeldag,1,Club Brugge,6,5,1,0,17:6,11,16
18/19,6.speeldag,2,KRC Genk,6,4,2,0,16:7,9,14
18/19,6.speeldag,3,RSC Anderlecht,6,4,1,1,15:7,8,13
18/19,6.speeldag,4,KAA Gent,6,4,1,1,15:8,7,13
18/19,6.speeldag,5,Antwerp FC,6,3,3,0,5:2,3,12
18/19,6.speeldag,6,Standard Luik,6,3,2,1,10:6,4,11
18/19,6.speeldag,7,KV Oostende,6,3,0,3,9:11,-2,9
18/19,6.speeldag,8,Cercle Brugge,6,2,2,2,6:7,-1,8
18/19,6.speeldag,9,St-Truidense VV,6,1,4,1,7:7,0,7
18/19,6.speeldag,10,R Charleroi SC,6,2,0,4,9:10,-1,6
18/19,6.speeldag,11,KAS Eupen,6,2,0,4,8:17,-9,6
18/19,6.speeldag,12,Zulte Waregem,6,1,2,3,11:14,-3,5
18/19,6.speeldag,13,KV Kortrijk,6,1,2,3,7:12,-5,5
18/19,6.speeldag,14,KSC Lokeren,6,1,1,4,5:13,-8,4
18/19,6.speeldag,15,Waasland-Beveren,6,0,3,3,7:12,-5,3
18/19,6.speeldag,16,Moeskroen,6,0,0,6,2:10,-8,0
18/19,7.speeldag,1,Club Brugge,7,6,1,0,19:7,12,19
18/19,7.speeldag,2,KRC Genk,7,5,2,0,17:7,10,17
18/19,7.speeldag,3,Antwerp FC,7,4,3,0,10:3,7,15
18/19,7.speeldag,4,RSC Anderlecht,7,4,1,2,15:8,7,13
18/19,7.speeldag,5,KAA Gent,7,4,1,2,16:10,6,13
18/19,7.speeldag,6,Standard Luik,7,3,3,1,10:6,4,12
18/19,7.speeldag,7,KV Oostende,7,3,1,3,10:12,-2,10
18/19,7.speeldag,8,St-Truidense VV,7,2,4,1,9:8,1,10
18/19,7.speeldag,9,Cercle Brugge,7,2,3,2,7:8,-1,9
18/19,7.speeldag,10,R Charleroi SC,7,2,1,4,9:10,-1,7
18/19,7.speeldag,11,KAS Eupen,7,2,1,4,8:17,-9,7
18/19,7.speeldag,12,KV Kortrijk,7,1,2,4,7:13,-6,5
18/19,7.speeldag,13,Zulte Waregem,7,1,2,4,12:19,-7,5
18/19,7.speeldag,14,KSC Lokeren,7,1,1,5,6:15,-9,4
18/19,7.speeldag,15,Waasland-Beveren,7,0,4,3,7:12,-5,4
18/19,7.speeldag,16,Moeskroen,7,1,0,6,3:10,-7,3
18/19,8.speeldag,1,Club Brugge,8,7,1,0,23:7,16,22
18/19,8.speeldag,2,KRC Genk,8,6,2,0,22:9,13,20
18/19,8.speeldag,3,RSC Anderlecht,8,5,1,2,17:9,8,16
18/19,8.speeldag,4,Antwerp FC,8,4,3,1,10:5,5,15
18/19,8.speeldag,5,KAA Gent,8,4,1,3,16:14,2,13
18/19,8.speeldag,6,KV Oostende,8,4,1,3,12:13,-1,13
18/19,8.speeldag,7,St-Truidense VV,8,3,4,1,11:8,3,13
18/19,8.speeldag,8,Standard Luik,8,3,3,2,11:8,3,12
18/19,8.speeldag,9,Cercle Brugge,8,2,3,3,9:13,-4,9
18/19,8.speeldag,10,R Charleroi SC,8,2,2,4,10:11,-1,8
18/19,8.speeldag,11,KV Kortrijk,8,2,2,4,9:13,-4,8
18/19,8.speeldag,12,KAS Eupen,8,2,1,5,9:19,-10,7
18/19,8.speeldag,13,Zulte Waregem,8,1,2,5,12:21,-9,5
18/19,8.speeldag,14,KSC Lokeren,8,1,2,5,6:15,-9,5
18/19,8.speeldag,15,Waasland-Beveren,8,0,5,3,8:13,-5,5
18/19,8.speeldag,16,Moeskroen,8,1,1,6,3:10,-7,4
18/19,9.speeldag,1,Club Brugge,9,8,1,0,27:7,20,25
18/19,9.speeldag,2,KRC Genk,9,7,2,0,26:9,17,23
18/19,9.speeldag,3,RSC Anderlecht,9,5,2,2,17:9,8,17
18/19,9.speeldag,4,Antwerp FC,9,4,4,1,12:7,5,16
18/19,9.speeldag,5,Standard Luik,9,4,3,2,14:9,5,15
18/19,9.speeldag,6,KAA Gent,9,4,2,3,18:16,2,14
18/19,9.speeldag,7,St-Truidense VV,9,3,5,1,11:8,3,14
18/19,9.speeldag,8,KV Oostende,9,4,1,4,13:16,-3,13
18/19,9.speeldag,9,R Charleroi SC,9,3,2,4,12:12,0,11
18/19,9.speeldag,10,KAS Eupen,9,3,1,5,12:20,-8,10
18/19,9.speeldag,11,Cercle Brugge,9,2,3,4,9:17,-8,9
18/19,9.speeldag,12,KV Kortrijk,9,2,2,5,10:16,-6,8
18/19,9.speeldag,13,Waasland-Beveren,9,1,5,3,11:13,-2,8
18/19,9.speeldag,14,KSC Lokeren,9,1,2,6,7:17,-10,5
18/19,9.speeldag,15,Zulte Waregem,9,1,2,6,12:25,-13,5
18/19,9.speeldag,16,Moeskroen,9,1,1,7,3:13,-10,4
18/19,10.speeldag,1,KRC Genk,10,8,2,0,31:10,21,26
18/19,10.speeldag,2,Club Brugge,10,8,1,1,28:10,18,25
18/19,10.speeldag,3,RSC Anderlecht,10,6,2,2,19:10,9,20
18/19,10.speeldag,4,Antwerp FC,10,5,4,1,14:8,6,19
18/19,10.speeldag,5,Standard Luik,10,5,3,2,17:10,7,18
18/19,10.speeldag,6,St-Truidense VV,10,4,5,1,14:9,5,17
18/19,10.speeldag,7,KAA Gent,10,4,2,4,19:21,-2,14
18/19,10.speeldag,8,KV Oostende,10,4,2,4,14:17,-3,14
18/19,10.speeldag,9,Cercle Brugge,10,3,3,4,11:18,-7,12
18/19,10.speeldag,10,R Charleroi SC,10,3,2,5,13:14,-1,11
18/19,10.speeldag,11,KV Kortrijk,10,3,2,5,13:17,-4,11
18/19,10.speeldag,12,KAS Eupen,10,3,1,6,13:22,-9,10
18/19,10.speeldag,13,Waasland-Beveren,10,1,6,3,12:14,-2,9
18/19,10.speeldag,14,KSC Lokeren,10,1,2,7,8:20,-12,5
18/19,10.speeldag,15,Zulte Waregem,10,1,2,7,13:27,-14,5
18/19,10.speeldag,16,Moeskroen,10,1,1,8,4:16,-12,4
18/19,11.speeldag,1,KRC Genk,11,9,2,0,33:11,22,29
18/19,11.speeldag,2,Club Brugge,11,8,2,1,29:11,18,26
18/19,11.speeldag,3,RSC Anderlecht,11,7,2,2,23:12,11,23
18/19,11.speeldag,4,Antwerp FC,11,6,4,1,16:9,7,22
18/19,11.speeldag,5,Standard Luik,11,5,4,2,17:10,7,19
18/19,11.speeldag,6,KAA Gent,11,5,2,4,23:21,2,17
18/19,11.speeldag,7,St-Truidense VV,11,4,5,2,15:12,3,17
18/19,11.speeldag,8,R Charleroi SC,11,4,2,5,16:16,0,14
18/19,11.speeldag,9,KV Kortrijk,11,4,2,5,16:18,-2,14
18/19,11.speeldag,10,KV Oostende,11,4,2,5,14:21,-7,14
18/19,11.speeldag,11,Cercle Brugge,11,3,3,5,13:22,-9,12
18/19,11.speeldag,12,KAS Eupen,11,3,1,7,14:24,-10,10
18/19,11.speeldag,13,Waasland-Beveren,11,1,7,3,13:15,-2,10
18/19,11.speeldag,14,Moeskroen,11,1,2,8,4:16,-12,5
18/19,11.speeldag,15,KSC Lokeren,11,1,2,8,9:22,-13,5
18/19,11.speeldag,16,Zulte Waregem,11,1,2,8,15:30,-15,5
18/19,12.speeldag,1,KRC Genk,12,9,3,0,34:12,22,30
18/19,12.speeldag,2,Club Brugge,12,8,3,1,31:13,18,27
18/19,12.speeldag,3,Antwerp FC,12,7,4,1,17:9,8,25
18/19,12.speeldag,4,RSC Anderlecht,12,7,2,3,24:14,10,23
18/19,12.speeldag,5,KAA Gent,12,6,2,4,25:22,3,20
18/19,12.speeldag,6,Standard Luik,12,5,5,2,18:11,7,20
18/19,12.speeldag,7,St-Truidense VV,12,4,6,2,17:14,3,18
18/19,12.speeldag,8,KV Kortrijk,12,4,3,5,17:19,-2,15
18/19,12.speeldag,9,KV Oostende,12,4,3,5,14:21,-7,15
18/19,12.speeldag,10,R Charleroi SC,12,4,2,6,17:18,-1,14
18/19,12.speeldag,11,KAS Eupen,12,4,1,7,16:25,-9,13
18/19,12.speeldag,12,Cercle Brugge,12,3,4,5,14:23,-9,13
18/19,12.speeldag,13,Waasland-Beveren,12,1,7,4,13:16,-3,10
18/19,12.speeldag,14,Moeskroen,12,1,3,8,6:18,-12,6
18/19,12.speeldag,15,KSC Lokeren,12,1,3,8,9:22,-13,6
18/19,12.speeldag,16,Zulte Waregem,12,1,3,8,17:32,-15,6
18/19,13.speeldag,1,KRC Genk,13,10,3,0,38:14,24,33
18/19,13.speeldag,2,Club Brugge,13,9,3,1,35:13,22,30
18/19,13.speeldag,3,Antwerp FC,13,7,4,2,19:13,6,25
18/19,13.speeldag,4,RSC Anderlecht,13,7,3,3,25:15,10,24
18/19,13.speeldag,5,KAA Gent,13,6,2,5,26:25,1,20
18/19,13.speeldag,6,Standard Luik,13,5,5,3,19:14,5,20
18/19,13.speeldag,7,St-Truidense VV,13,4,6,3,17:15,2,18
18/19,13.speeldag,8,R Charleroi SC,13,5,2,6,18:18,0,17
18/19,13.speeldag,9,KAS Eupen,13,5,1,7,18:25,-7,16
18/19,13.speeldag,10,KV Kortrijk,13,4,4,5,19:21,-2,16
18/19,13.speeldag,11,KV Oostende,13,4,3,6,14:25,-11,15
18/19,13.speeldag,12,Cercle Brugge,13,3,4,6,14:25,-11,13
18/19,13.speeldag,13,Waasland-Beveren,13,1,8,4,15:18,-3,11
18/19,13.speeldag,14,Moeskroen,13,2,3,8,9:19,-10,9
18/19,13.speeldag,15,Zulte Waregem,13,2,3,8,20:33,-13,9
18/19,13.speeldag,16,KSC Lokeren,13,1,4,8,10:23,-13,7
18/19,14.speeldag,1,KRC Genk,14,10,4,0,39:15,24,34
18/19,14.speeldag,2,Club Brugge,14,9,4,1,36:14,22,31
18/19,14.speeldag,3,Antwerp FC,14,8,4,2,21:13,8,28
18/19,14.speeldag,4,RSC Anderlecht,14,8,3,3,27:16,11,27
18/19,14.speeldag,5,KAA Gent,14,7,2,5,29:26,3,23
18/19,14.speeldag,6,St-Truidense VV,14,5,6,3,19:16,3,21
18/19,14.speeldag,7,Standard Luik,14,5,5,4,19:16,3,20
18/19,14.speeldag,8,KV Oostende,14,5,3,6,16:26,-10,18
18/19,14.speeldag,9,R Charleroi SC,14,5,2,7,19:20,-1,17
18/19,14.speeldag,10,KAS Eupen,14,5,1,8,18:27,-9,16
18/19,14.speeldag,11,KV Kortrijk,14,4,4,6,20:24,-4,16
18/19,14.speeldag,12,Cercle Brugge,14,4,4,6,16:26,-10,16
18/19,14.speeldag,13,Waasland-Beveren,14,1,8,5,16:20,-4,11
18/19,14.speeldag,14,KSC Lokeren,14,2,4,8,12:23,-11,10
18/19,14.speeldag,15,Moeskroen,14,2,3,9,10:21,-11,9
18/19,14.speeldag,16,Zulte Waregem,14,2,3,9,21:35,-14,9
18/19,15.speeldag,1,KRC Genk,15,10,5,0,39:15,24,35
18/19,15.speeldag,2,Club Brugge,15,9,4,2,37:16,21,31
18/19,15.speeldag,3,Antwerp FC,15,9,4,2,23:13,10,31
18/19,15.speeldag,4,RSC Anderlecht,15,9,3,3,29:16,13,30
18/19,15.speeldag,5,St-Truidense VV,15,6,6,3,23:17,6,24
18/19,15.speeldag,6,KAA Gent,15,7,2,6,29:28,1,23
18/19,15.speeldag,7,Standard Luik,15,6,5,4,21:16,5,23
18/19,15.speeldag,8,R Charleroi SC,15,6,2,7,21:21,0,20
18/19,15.speeldag,9,Cercle Brugge,15,5,4,6,18:26,-8,19
18/19,15.speeldag,10,KV Oostende,15,5,3,7,16:28,-12,18
18/19,15.speeldag,11,KAS Eupen,15,5,1,9,19:31,-12,16
18/19,15.speeldag,12,KV Kortrijk,15,4,4,7,20:26,-6,16
18/19,15.speeldag,13,Zulte Waregem,15,3,3,9,23:35,-12,12
18/19,15.speeldag,14,Waasland-Beveren,15,1,8,6,16:22,-6,11
18/19,15.speeldag,15,Moeskroen,15,2,4,9,10:21,-11,10
18/19,15.speeldag,16,KSC Lokeren,15,2,4,9,12:25,-13,10
18/19,16.speeldag,1,KRC Genk,16,10,5,1,40:17,23,35
18/19,16.speeldag,2,Antwerp FC,16,9,5,2,23:13,10,32
18/19,16.speeldag,3,Club Brugge,16,9,4,3,38:19,19,31
18/19,16.speeldag,4,RSC Anderlecht,16,9,3,4,31:20,11,30
18/19,16.speeldag,5,St-Truidense VV,16,7,6,3,27:19,8,27
18/19,16.speeldag,6,Standard Luik,16,7,5,4,24:16,8,26
18/19,16.speeldag,7,KAA Gent,16,7,3,6,29:28,1,24
18/19,16.speeldag,8,R Charleroi SC,16,7,2,7,25:23,2,23
18/19,16.speeldag,9,Cercle Brugge,16,6,4,6,20:27,-7,22
18/19,16.speeldag,10,KV Kortrijk,16,5,4,7,22:27,-5,19
18/19,16.speeldag,11,KV Oostende,16,5,3,8,17:30,-13,18
18/19,16.speeldag,12,KAS Eupen,16,5,1,10,19:34,-15,16
18/19,16.speeldag,13,Zulte Waregem,16,4,3,9,26:36,-10,15
18/19,16.speeldag,14,Moeskroen,16,3,4,9,12:22,-10,13
18/19,16.speeldag,15,Waasland-Beveren,16,1,8,7,17:24,-7,11
18/19,16.speeldag,16,KSC Lokeren,16,2,4,10,14:29,-15,10
18/19,17.speeldag,1,KRC Genk,17,11,5,1,41:17,24,38
18/19,17.speeldag,2,Club Brugge,17,10,4,3,41:19,22,34
18/19,17.speeldag,3,Antwerp FC,17,9,5,3,24:16,8,32
18/19,17.speeldag,4,RSC Anderlecht,17,9,3,5,31:21,10,30
18/19,17.speeldag,5,St-Truidense VV,17,8,6,3,30:20,10,30
18/19,17.speeldag,6,R Charleroi SC,17,8,2,7,28:24,4,26
18/19,17.speeldag,7,Standard Luik,17,7,5,5,24:19,5,26
18/19,17.speeldag,8,KAA Gent,17,7,4,6,31:30,1,25
18/19,17.speeldag,9,KV Kortrijk,17,6,4,7,23:27,-4,22
18/19,17.speeldag,10,Cercle Brugge,17,6,4,7,21:30,-9,22
18/19,17.speeldag,11,KAS Eupen,17,6,1,10,20:34,-14,19
18/19,17.speeldag,12,KV Oostende,17,5,4,8,18:31,-13,19
18/19,17.speeldag,13,Zulte Waregem,17,4,4,9,27:37,-10,16
18/19,17.speeldag,14,Moeskroen,17,3,4,10,12:23,-11,13
18/19,17.speeldag,15,KSC Lokeren,17,2,5,10,16:31,-15,11
18/19,17.speeldag,16,Waasland-Beveren,17,1,8,8,17:25,-8,11
18/19,18.speeldag,1,KRC Genk,18,11,6,1,42:18,24,39
18/19,18.speeldag,2,Antwerp FC,18,10,5,3,27:16,11,35
18/19,18.speeldag,3,Club Brugge,18,10,4,4,42:21,21,34
18/19,18.speeldag,4,RSC Anderlecht,18,9,4,5,32:22,10,31
18/19,18.speeldag,5,St-Truidense VV,18,8,7,3,31:21,10,31
18/19,18.speeldag,6,KAA Gent,18,8,4,6,33:30,3,28
18/19,18.speeldag,7,R Charleroi SC,18,8,3,7,29:25,4,27
18/19,18.speeldag,8,Standard Luik,18,7,6,5,25:20,5,27
18/19,18.speeldag,9,KV Kortrijk,18,6,5,7,24:28,-4,23
18/19,18.speeldag,10,Cercle Brugge,18,6,4,8,21:33,-12,22
18/19,18.speeldag,11,KV Oostende,18,6,4,8,19:31,-12,22
18/19,18.speeldag,12,KAS Eupen,18,6,1,11,20:36,-16,19
18/19,18.speeldag,13,Zulte Waregem,18,4,5,9,27:37,-10,17
18/19,18.speeldag,14,Moeskroen,18,3,5,10,12:23,-11,14
18/19,18.speeldag,15,Waasland-Beveren,18,2,8,8,19:26,-7,14
18/19,18.speeldag,16,KSC Lokeren,18,2,5,11,16:32,-16,11
18/19,19.speeldag,1,KRC Genk,19,12,6,1,44:18,26,42
18/19,19.speeldag,2,Club Brugge,19,10,5,4,42:21,21,35
18/19,19.speeldag,3,Antwerp FC,19,10,5,4,27:18,9,35
18/19,19.speeldag,4,RSC Anderlecht,19,9,4,6,33:24,9,31
18/19,19.speeldag,5,St-Truidense VV,19,8,7,4,31:23,8,31
18/19,19.speeldag,6,R Charleroi SC,19,9,3,7,31:25,6,30
18/19,19.speeldag,7,Standard Luik,19,8,6,5,29:21,8,30
18/19,19.speeldag,8,KAA Gent,19,8,4,7,33:32,1,28
18/19,19.speeldag,9,Cercle Brugge,19,7,4,8,23:34,-11,25
18/19,19.speeldag,10,KV Kortrijk,19,6,6,7,24:28,-4,24
18/19,19.speeldag,11,KAS Eupen,19,7,1,11,21:36,-15,22
18/19,19.speeldag,12,KV Oostende,19,6,4,9,19:33,-14,22
18/19,19.speeldag,13,Zulte Waregem,19,4,5,10,28:41,-13,17
18/19,19.speeldag,14,Waasland-Beveren,19,3,8,8,21:26,-5,17
18/19,19.speeldag,15,Moeskroen,19,3,5,11,12:24,-12,14
18/19,19.speeldag,16,KSC Lokeren,19,3,5,11,18:32,-14,14
18/19,20.speeldag,1,KRC Genk,20,13,6,1,46:18,28,45
18/19,20.speeldag,2,Club Brugge,20,11,5,4,47:22,25,38
18/19,20.speeldag,3,Antwerp FC,20,10,5,5,28:23,5,35
18/19,20.speeldag,4,Standard Luik,20,9,6,5,32:22,10,33
18/19,20.speeldag,5,St-Truidense VV,20,8,8,4,31:23,8,32
18/19,20.speeldag,6,RSC Anderlecht,20,9,4,7,34:27,7,31
18/19,20.speeldag,7,KAA Gent,20,9,4,7,37:33,4,31
18/19,20.speeldag,8,R Charleroi SC,20,9,3,8,32:28,4,30
18/19,20.speeldag,9,Cercle Brugge,20,7,4,9,24:38,-14,25
18/19,20.speeldag,10,KV Kortrijk,20,6,7,7,24:28,-4,25
18/19,20.speeldag,11,KAS Eupen,20,7,1,12,21:38,-17,22
18/19,20.speeldag,12,KV Oostende,20,6,4,10,20:36,-16,22
18/19,20.speeldag,13,Zulte Waregem,20,5,5,10,31:42,-11,20
18/19,20.speeldag,14,Waasland-Beveren,20,4,8,8,23:27,-4,20
18/19,20.speeldag,15,Moeskroen,20,4,5,11,15:25,-10,17
18/19,20.speeldag,16,KSC Lokeren,20,3,5,12,19:34,-15,14
18/19,21.speeldag,1,KRC Genk,21,14,6,1,49:19,30,48
18/19,21.speeldag,2,Club Brugge,21,12,5,4,48:22,26,41
18/19,21.speeldag,3,Antwerp FC,21,11,5,5,30:24,6,38
18/19,21.speeldag,4,Standard Luik,21,10,6,5,33:22,11,36
18/19,21.speeldag,5,RSC Anderlecht,21,10,4,7,37:27,10,34
18/19,21.speeldag,6,St-Truidense VV,21,8,9,4,32:24,8,33
18/19,21.speeldag,7,KAA Gent,21,9,4,8,38:36,2,31
18/19,21.speeldag,8,R Charleroi SC,21,9,3,9,32:29,3,30
18/19,21.speeldag,9,KV Kortrijk,21,7,7,7,28:30,-2,28
18/19,21.speeldag,10,KAS Eupen,21,8,1,12,22:38,-16,25
18/19,21.speeldag,11,Cercle Brugge,21,7,4,10,24:39,-15,25
18/19,21.speeldag,12,KV Oostende,21,6,5,10,21:37,-16,23
18/19,21.speeldag,13,Zulte Waregem,21,5,5,11,33:46,-13,20
18/19,21.speeldag,14,Waasland-Beveren,21,4,8,9,23:30,-7,20
18/19,21.speeldag,15,Moeskroen,21,4,5,12,16:27,-11,17
18/19,21.speeldag,16,KSC Lokeren,21,3,5,13,19:35,-16,14
18/19,22.speeldag,1,KRC Genk,22,15,6,1,52:21,31,51
18/19,22.speeldag,2,Club Brugge,22,12,5,5,48:23,25,41
18/19,22.speeldag,3,Antwerp FC,22,12,5,5,32:25,7,41
18/19,22.speeldag,4,Standard Luik,22,11,6,5,35:23,12,39
18/19,22.speeldag,5,RSC Anderlecht,22,10,4,8,37:28,9,34
18/19,22.speeldag,6,KAA Gent,22,10,4,8,39:36,3,34
18/19,22.speeldag,7,R Charleroi SC,22,10,3,9,33:29,4,33
18/19,22.speeldag,8,St-Truidense VV,22,8,9,5,34:27,7,33
18/19,22.speeldag,9,KAS Eupen,22,9,1,12,26:39,-13,28
18/19,22.speeldag,10,KV Kortrijk,22,7,7,8,29:32,-3,28
18/19,22.speeldag,11,Cercle Brugge,22,7,5,10,25:40,-15,26
18/19,22.speeldag,12,KV Oostende,22,6,5,11,22:39,-17,23
18/19,22.speeldag,13,Waasland-Beveren,22,4,9,9,24:31,-7,21
18/19,22.speeldag,14,Moeskroen,22,5,5,12,18:28,-10,20
18/19,22.speeldag,15,Zulte Waregem,22,5,5,12,34:48,-14,20
18/19,22.speeldag,16,KSC Lokeren,22,3,5,14,20:39,-19,14
18/19,23.speeldag,1,KRC Genk,23,15,6,2,53:23,30,51
18/19,23.speeldag,2,Club Brugge,23,13,5,5,50:24,26,44
18/19,23.speeldag,3,Antwerp FC,23,12,6,5,33:26,7,42
18/19,23.speeldag,4,Standard Luik,23,11,7,5,36:24,12,40
18/19,23.speeldag,5,RSC Anderlecht,23,11,4,8,39:29,10,37
18/19,23.speeldag,6,KAA Gent,23,11,4,8,41:37,4,37
18/19,23.speeldag,7,St-Truidense VV,23,9,9,5,36:28,8,36
18/19,23.speeldag,8,R Charleroi SC,23,10,4,9,35:31,4,34
18/19,23.speeldag,9,KAS Eupen,23,9,1,13,27:41,-14,28
18/19,23.speeldag,10,KV Kortrijk,23,7,7,9,30:34,-4,28
18/19,23.speeldag,11,Cercle Brugge,23,7,5,11,26:42,-16,26
18/19,23.speeldag,12,Moeskroen,23,6,5,12,20:29,-9,23
18/19,23.speeldag,13,Zulte Waregem,23,6,5,12,37:48,-11,23
18/19,23.speeldag,14,KV Oostende,23,6,5,12,23:41,-18,23
18/19,23.speeldag,15,Waasland-Beveren,23,4,10,9,26:33,-7,22
18/19,23.speeldag,16,KSC Lokeren,23,3,5,15,20:42,-22,14
18/19,24.speeldag,1,KRC Genk,24,16,6,2,55:24,31,54
18/19,24.speeldag,2,Club Brugge,24,13,6,5,51:25,26,45
18/19,24.speeldag,3,Antwerp FC,24,13,6,5,35:26,9,45
18/19,24.speeldag,4,Standard Luik,24,12,7,5,38:25,13,43
18/19,24.speeldag,5,St-Truidense VV,24,10,9,5,40:29,11,39
18/19,24.speeldag,6,KAA Gent,24,11,5,8,42:38,4,38
18/19,24.speeldag,7,RSC Anderlecht,24,11,4,9,40:31,9,37
18/19,24.speeldag,8,R Charleroi SC,24,10,4,10,35:34,1,34
18/19,24.speeldag,9,KV Kortrijk,24,8,7,9,32:35,-3,31
18/19,24.speeldag,10,KAS Eupen,24,9,1,14,28:45,-17,28
18/19,24.speeldag,11,Moeskroen,24,7,5,12,23:29,-6,26
18/19,24.speeldag,12,Zulte Waregem,24,7,5,12,40:50,-10,26
18/19,24.speeldag,13,Cercle Brugge,24,7,5,12,28:45,-17,26
18/19,24.speeldag,14,KV Oostende,24,6,5,13,23:43,-20,23
18/19,24.speeldag,15,Waasland-Beveren,24,4,10,10,27:35,-8,22
18/19,24.speeldag,16,KSC Lokeren,24,3,5,16,21:44,-23,14
18/19,25.speeldag,1,KRC Genk,25,17,6,2,57:24,33,57
